year,peak_consump,asset_id,energy_type,asset_domain,asset_type,scenario
2037,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2038,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2039,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2040,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2041,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2042,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2043,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2044,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2045,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2046,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2047,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2048,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2049,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2050,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2051,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2052,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2053,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2054,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2055,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2056,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2057,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2058,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2059,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2060,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2061,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2062,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2063,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2064,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2065,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2020,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
2021,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
2022,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
2023,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
2024,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
2025,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
2026,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
2027,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
2028,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
2029,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
2030,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
2031,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
2032,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
2033,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
2034,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
2035,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
2036,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
2037,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
2038,29.613666281039205,TB002,electricity,elec_network,elec_xmfr,continued_gas
